Abun[] Month1[] Month2[] TDay1[] TDay2[] Wind2[] Site[] 
140 -1.22906325111185 1.51059647523362 -0.89784851832347 0.80613196185565 2 1
220 -0.85029533095788 0.723002149848771 0.365153703624378 0.133337227270600 1 1
163 -0.471527410803916 0.222338099139445 -0.0558470370249048 0.00311889154446109 2 1
218 -0.471527410803916 0.222338099139445 0.78615444427366 0.618038810251227 1 1
224 -0.0927594906499507 0.00860432310563829 -0.0558470370249048 0.00311889154446109 4 1
252 0.286008429504014 0.0818008217473527 0.78615444427366 0.618038810251227 4 1
272 0.664776349657979 0.441927595064588 -0.476847777674187 0.227383803072811 3 1
275 0.664776349657979 0.441927595064588 -0.0558470370249048 0.00311889154446109 4 1
205 1.04354426981194 1.08898464305734 0.365153703624378 0.133337227270600 4 1
159 -1.22906325111185 1.51059647523362 -0.89784851832347 0.80613196185565 2 2
167 -0.85029533095788 0.723002149848771 -0.476847777674187 0.227383803072811 2 2
152 -0.471527410803916 0.222338099139445 -0.89784851832347 0.80613196185565 1 2
123 -0.471527410803916 0.222338099139445 1.20715518492294 1.45722364048634 2 2
142 -0.0927594906499507 0.00860432310563829 0.78615444427366 0.618038810251227 1 2
129 -0.0927594906499507 0.00860432310563829 -0.0558470370249048 0.00311889154446109 4 2
131 -0.0927594906499507 0.00860432310563829 -2.16085074027132 4.6692759217311 4 2
178 0.286008429504014 0.0818008217473527 1.62815592557223 2.65089171797595 4 2
185 0.286008429504014 0.0818008217473527 0.365153703624378 0.133337227270600 3 2
173 0.286008429504014 0.0818008217473527 0.78615444427366 0.618038810251227 3 2
214 0.286008429504014 0.0818008217473527 -1.31884925897275 1.73936336789298 2 2
222 0.664776349657979 0.441927595064588 -0.89784851832347 0.80613196185565 3 2
200 0.664776349657979 0.441927595064588 0.78615444427366 0.618038810251227 3 2
217 1.04354426981194 1.08898464305734 1.20715518492294 1.45722364048634 1 2
151 1.04354426981194 1.08898464305734 -0.0558470370249048 0.00311889154446109 3 2
178 1.04354426981194 1.08898464305734 -0.89784851832347 0.80613196185565 4 2
111 1.42231218996591 2.02297196572562 0.365153703624378 0.133337227270600 4 2
72 1.80108011011987 3.24388956306942 -0.476847777674187 0.227383803072811 3 2
93 -2.36536701157374 5.59496109944129 -0.476847777674187 0.227383803072811 4 2
83 -1.98659909141978 3.94657595002988 -0.476847777674187 0.227383803072811 1 2
188 -1.60783117126581 2.58512107529399 0.365153703624378 0.133337227270600 1 2
201 -0.85029533095788 0.723002149848771 1.20715518492294 1.45722364048634 4 2
243 -0.471527410803916 0.222338099139445 -0.89784851832347 0.80613196185565 4 2
78 -0.471527410803916 0.222338099139445 2.04915666622151 4.19904304272004 4 2
181 -0.471527410803916 0.222338099139445 -0.0558470370249048 0.00311889154446109 4 2
214 -0.0927594906499507 0.00860432310563829 -0.476847777674187 0.227383803072811 3 2
194 -0.0927594906499507 0.00860432310563829 -0.476847777674187 0.227383803072811 4 2
197 -0.0927594906499507 0.00860432310563829 -0.89784851832347 0.80613196185565 3 2
181 0.286008429504014 0.0818008217473527 2.04915666622151 4.19904304272004 3 2
272 0.286008429504014 0.0818008217473527 0.78615444427366 0.618038810251227 3 2
234 0.286008429504014 0.0818008217473527 -0.89784851832347 0.80613196185565 4 2
194 0.664776349657979 0.441927595064588 1.20715518492294 1.45722364048634 2 2
246 0.664776349657979 0.441927595064588 -0.0558470370249048 0.00311889154446109 3 2
212 0.664776349657979 0.441927595064588 1.62815592557223 2.65089171797595 4 2
102 1.04354426981194 1.08898464305734 -0.89784851832347 0.80613196185565 2 2
191 1.04354426981194 1.08898464305734 -0.89784851832347 0.80613196185565 1 2
127 1.42231218996591 2.02297196572562 -0.0558470370249048 0.00311889154446109 3 2
85 1.80108011011987 3.24388956306942 -1.31884925897275 1.73936336789298 4 2
79 -2.36536701157374 5.59496109944129 0.78615444427366 0.618038810251227 1 2
119 -1.98659909141978 3.94657595002988 -0.0558470370249048 0.00311889154446109 1 2
174 -1.60783117126581 2.58512107529399 0.365153703624378 0.133337227270600 1 2
215 -0.85029533095788 0.723002149848771 -0.0558470370249048 0.00311889154446109 1 2
200 -0.471527410803916 0.222338099139445 -0.0558470370249048 0.00311889154446109 2 2
197 -0.0927594906499507 0.00860432310563829 0.78615444427366 0.618038810251227 4 2
228 0.286008429504014 0.0818008217473527 -0.0558470370249048 0.00311889154446109 3 2
259 0.664776349657979 0.441927595064588 0.365153703624378 0.133337227270600 3 2
65 0.664776349657979 0.441927595064588 -0.0558470370249048 0.00311889154446109 2 2
END
