Abun[] Month1[] Month2[] TDay1[] TDay2[] Wind2[] Site[] WeekTime[]
246 0.664776349657979 0.441927595064588 -0.0558470370249048 0.00311889154446109 3 2 2004.711538
212 0.664776349657979 0.441927595064588 1.62815592557223 2.65089171797595 4 2 2004.730769
102 1.04354426981194 1.08898464305734 -0.89784851832347 0.80613196185565 2 2 2004.788462
191 1.04354426981194 1.08898464305734 -0.89784851832347 0.80613196185565 1 2 2004.826923
127 1.42231218996591 2.02297196572562 -0.0558470370249048 0.00311889154446109 3 2 2004.923077
85 1.80108011011987 3.24388956306942 -1.31884925897275 1.73936336789298 4 2 2004.942308
79 -2.36536701157374 5.59496109944129 0.78615444427366 0.618038810251227 1 2 2005.076923
119 -1.98659909141978 3.94657595002988 -0.0558470370249048 0.00311889154446109 1 2 2005.153846
174 -1.60783117126581 2.58512107529399 0.365153703624378 0.1333372272706 1 2 2005.25
215 -0.85029533095788 0.723002149848771 -0.0558470370249048 0.00311889154446109 1 2 2005.365385
200 -0.471527410803916 0.222338099139445 -0.0558470370249048 0.00311889154446109 2 2 2005.442308
197 -0.0927594906499507 0.00860432310563829 0.78615444427366 0.618038810251227 4 2 2005.538462
228 0.286008429504014 0.0818008217473527 -0.0558470370249048 0.00311889154446109 3 2 2005.615385
259 0.664776349657979 0.441927595064588 0.365153703624378 0.1333372272706 3 2 2005.692308
65 0.664776349657979 0.441927595064588 -0.0558470370249048 0.00311889154446109 2 2 2005.711538
END
